,idscrap,time_saved,minutes,theorique,bus_id,arrivees,real_minutes
0,2282,2018-12-05 06:13:01.720982,32,False,1,2018-12-05 06:46:16.448042,33.233333333333334
1,2283,2018-12-05 06:13:28.149489,32,False,1,2018-12-05 06:46:16.448042,32.8
2,2284,2018-12-05 06:13:55.154435,32,False,1,2018-12-05 06:46:16.448042,32.35
3,2285,2018-12-05 06:14:21.698648,31,False,1,2018-12-05 06:46:16.448042,31.9
4,2286,2018-12-05 06:14:48.378138,31,False,1,2018-12-05 06:46:16.448042,31.466666666666665
5,2287,2018-12-05 06:15:14.888997,30,False,1,2018-12-05 06:46:16.448042,31.016666666666666
6,2288,2018-12-05 06:15:41.263904,30,False,1,2018-12-05 06:46:16.448042,30.583333333333332
7,2289,2018-12-05 06:16:07.574952,29,False,1,2018-12-05 06:46:16.448042,30.133333333333333
8,2290,2018-12-05 06:16:33.944166,29,False,1,2018-12-05 06:46:16.448042,29.7
9,2291,2018-12-05 06:17:00.785463,28,False,1,2018-12-05 06:46:16.448042,29.25
10,2292,2018-12-05 06:17:27.568024,28,False,1,2018-12-05 06:46:16.448042,28.8
11,2293,2018-12-05 06:17:54.216318,28,False,1,2018-12-05 06:46:16.448042,28.366666666666667
12,2294,2018-12-05 06:18:20.588492,27,False,1,2018-12-05 06:46:16.448042,27.916666666666668
13,2295,2018-12-05 06:18:47.056167,27,False,1,2018-12-05 06:46:16.448042,27.483333333333334
14,2296,2018-12-05 06:19:13.450922,26,False,1,2018-12-05 06:46:16.448042,27.033333333333335
15,2297,2018-12-05 06:19:39.743695,26,False,1,2018-12-05 06:46:16.448042,26.6
16,2298,2018-12-05 06:20:06.422616,25,False,1,2018-12-05 06:46:16.448042,26.166666666666668
17,2299,2018-12-05 06:20:32.731542,25,False,1,2018-12-05 06:46:16.448042,25.716666666666665
18,2300,2018-12-05 06:20:59.493904,25,False,1,2018-12-05 06:46:16.448042,25.266666666666666
19,2301,2018-12-05 06:21:25.872182,24,False,1,2018-12-05 06:46:16.448042,24.833333333333332
20,2302,2018-12-05 06:21:52.240028,24,False,1,2018-12-05 06:46:16.448042,24.4
21,2303,2018-12-05 06:22:18.497856,23,False,1,2018-12-05 06:46:16.448042,23.95
22,2304,2018-12-05 06:22:44.964183,23,False,1,2018-12-05 06:46:16.448042,23.516666666666666
23,2305,2018-12-05 06:23:11.872307,22,False,1,2018-12-05 06:46:16.448042,23.066666666666666
24,2306,2018-12-05 06:23:38.215731,22,False,1,2018-12-05 06:46:16.448042,22.633333333333333
25,2307,2018-12-05 06:24:04.725659,21,False,1,2018-12-05 06:46:16.448042,22.183333333333334
26,2308,2018-12-05 06:24:31.199241,21,False,1,2018-12-05 06:46:16.448042,21.75
27,2309,2018-12-05 06:24:57.615490,21,False,1,2018-12-05 06:46:16.448042,21.3
28,2310,2018-12-05 06:25:23.998786,20,False,1,2018-12-05 06:46:16.448042,20.866666666666667
29,2311,2018-12-05 06:25:50.301319,20,False,1,2018-12-05 06:46:16.448042,20.433333333333334
30,2312,2018-12-05 06:26:16.659635,19,False,1,2018-12-05 06:46:16.448042,19.983333333333334
31,2313,2018-12-05 06:26:43.015243,19,False,1,2018-12-05 06:46:16.448042,19.55
32,2314,2018-12-05 06:27:09.458356,18,False,1,2018-12-05 06:46:16.448042,19.1
33,2315,2018-12-05 06:27:35.768937,18,False,1,2018-12-05 06:46:16.448042,18.666666666666668
34,2316,2018-12-05 06:28:02.163546,17,False,1,2018-12-05 06:46:16.448042,18.233333333333334
35,2317,2018-12-05 06:28:28.772672,17,False,1,2018-12-05 06:46:16.448042,17.783333333333335
36,2318,2018-12-05 06:28:55.124804,17,False,1,2018-12-05 06:46:16.448042,17.35
37,2319,2018-12-05 06:29:21.424580,16,False,1,2018-12-05 06:46:16.448042,16.916666666666668
38,2320,2018-12-05 06:29:48.884975,16,False,1,2018-12-05 06:46:16.448042,16.45
39,2321,2018-12-05 06:30:16.029348,15,False,1,2018-12-05 06:46:16.448042,16.0
40,2322,2018-12-05 06:30:42.765147,15,False,1,2018-12-05 06:46:16.448042,15.55
41,2323,2018-12-05 06:31:09.645909,15,False,1,2018-12-05 06:46:16.448042,15.1
42,2324,2018-12-05 06:31:36.036582,15,False,1,2018-12-05 06:46:16.448042,14.666666666666666
43,2325,2018-12-05 06:32:03.224628,14,False,1,2018-12-05 06:46:16.448042,14.216666666666667
44,2326,2018-12-05 06:32:29.645607,14,False,1,2018-12-05 06:46:16.448042,13.766666666666667
45,2327,2018-12-05 06:32:56.019320,14,False,1,2018-12-05 06:46:16.448042,13.333333333333334
46,2328,2018-12-05 06:33:24.559533,13,False,1,2018-12-05 06:46:16.448042,12.85
47,2329,2018-12-05 06:33:51.834177,13,False,1,2018-12-05 06:46:16.448042,12.4
48,2330,2018-12-05 06:34:18.261926,12,False,1,2018-12-05 06:46:16.448042,11.966666666666667
49,2331,2018-12-05 06:34:44.574226,12,False,1,2018-12-05 06:46:16.448042,11.516666666666667
